vol_spike_ratio,fvg_entry_level,max_wait_bars,sl_mode,enable_breakeven,be_trigger_r,rr_ratio,contract_type,total_trades,win_rate,profit_factor,max_drawdown_pct,net_profit,total_return_pct,be_trades,filtered_count,calmar_ratio
1.15,edge,8,bar_extreme,False,1.0,1.5,MTX,4,25.0,0.43,2.28,-19596.0,-1.96,0,25,-4.47
1.15,edge,8,bar_extreme,False,1.0,2.0,MTX,4,25.0,0.43,2.28,-19596.0,-1.96,0,25,-4.47
1.15,edge,8,bar_extreme,False,1.2,1.5,MTX,4,25.0,0.43,2.28,-19596.0,-1.96,0,25,-4.47
1.15,edge,8,bar_extreme,False,1.2,2.0,MTX,4,25.0,0.43,2.28,-19596.0,-1.96,0,25,-4.47
1.3,edge,8,bar_extreme,False,1.2,1.5,MTX,4,25.0,0.43,2.28,-19596.0,-1.96,0,26,-4.47
1.3,edge,8,bar_extreme,False,1.2,2.0,MTX,4,25.0,0.43,2.28,-19596.0,-1.96,0,26,-4.47
1.3,edge,5,bar_extreme,False,0.8,1.5,MTX,4,25.0,0.43,2.28,-19596.0,-1.96,0,26,-4.47
1.3,edge,5,bar_extreme,False,0.8,2.0,MTX,4,25.0,0.43,2.28,-19596.0,-1.96,0,26,-4.47
1.3,edge,5,bar_extreme,False,1.0,1.5,MTX,4,25.0,0.43,2.28,-19596.0,-1.96,0,26,-4.47
1.3,edge,5,bar_extreme,False,1.0,2.0,MTX,4,25.0,0.43,2.28,-19596.0,-1.96,0,26,-4.47
1.3,edge,5,bar_extreme,False,1.2,1.5,MTX,4,25.0,0.43,2.28,-19596.0,-1.96,0,26,-4.47
1.3,edge,5,bar_extreme,False,1.2,2.0,MTX,4,25.0,0.43,2.28,-19596.0,-1.96,0,26,-4.47
1.3,edge,8,bar_extreme,False,0.8,1.5,MTX,4,25.0,0.43,2.28,-19596.0,-1.96,0,26,-4.47
1.3,edge,8,bar_extreme,False,0.8,2.0,MTX,4,25.0,0.43,2.28,-19596.0,-1.96,0,26,-4.47
1.3,edge,8,bar_extreme,False,1.0,1.5,MTX,4,25.0,0.43,2.28,-19596.0,-1.96,0,26,-4.47
1.3,edge,8,bar_extreme,False,1.0,2.0,MTX,4,25.0,0.43,2.28,-19596.0,-1.96,0,26,-4.47
1.0,edge,3,bar_extreme,False,0.8,1.5,MTX,4,25.0,0.43,2.28,-19624.0,-1.96,0,23,-4.47
1.0,edge,3,bar_extreme,False,0.8,2.0,MTX,4,25.0,0.43,2.28,-19624.0,-1.96,0,23,-4.47
1.0,edge,3,bar_extreme,False,1.0,1.5,MTX,4,25.0,0.43,2.28,-19624.0,-1.96,0,23,-4.47
1.0,edge,3,bar_extreme,False,1.0,2.0,MTX,4,25.0,0.43,2.28,-19624.0,-1.96,0,23,-4.47
1.0,edge,3,bar_extreme,False,1.2,1.5,MTX,4,25.0,0.43,2.28,-19624.0,-1.96,0,23,-4.47
1.0,edge,3,bar_extreme,False,1.2,2.0,MTX,4,25.0,0.43,2.28,-19624.0,-1.96,0,23,-4.47
1.15,ce_50,8,swing_extreme,True,0.8,1.5,MTX,3,0.0,0.0,2.17,-21710.0,-2.17,0,25,-4.71
1.15,ce_50,8,swing_extreme,True,0.8,2.0,MTX,3,0.0,0.0,2.17,-21710.0,-2.17,0,25,-4.71
1.15,ce_50,8,swing_extreme,True,1.0,1.5,MTX,3,0.0,0.0,2.17,-21710.0,-2.17,0,25,-4.71
1.15,ce_50,8,swing_extreme,True,1.0,2.0,MTX,3,0.0,0.0,2.17,-21710.0,-2.17,0,25,-4.71
1.15,ce_50,8,swing_extreme,True,1.2,1.5,MTX,3,0.0,0.0,2.17,-21710.0,-2.17,0,25,-4.71
1.15,ce_50,8,swing_extreme,True,1.2,2.0,MTX,3,0.0,0.0,2.17,-21710.0,-2.17,0,25,-4.71
1.15,ce_50,8,swing_extreme,False,0.8,1.5,MTX,3,0.0,0.0,2.17,-21710.0,-2.17,0,25,-4.71
1.15,ce_50,8,swing_extreme,False,0.8,2.0,MTX,3,0.0,0.0,2.17,-21710.0,-2.17,0,25,-4.71
1.15,ce_50,8,swing_extreme,False,1.0,1.5,MTX,3,0.0,0.0,2.17,-21710.0,-2.17,0,25,-4.71
1.15,ce_50,8,swing_extreme,False,1.0,2.0,MTX,3,0.0,0.0,2.17,-21710.0,-2.17,0,25,-4.71
1.15,ce_50,8,swing_extreme,False,1.2,1.5,MTX,3,0.0,0.0,2.17,-21710.0,-2.17,0,25,-4.71
1.15,ce_50,8,swing_extreme,False,1.2,2.0,MTX,3,0.0,0.0,2.17,-21710.0,-2.17,0,25,-4.71
1.3,ce_50,8,swing_extreme,True,0.8,1.5,MTX,3,0.0,0.0,2.17,-21710.0,-2.17,0,26,-4.71
1.3,ce_50,8,swing_extreme,True,0.8,2.0,MTX,3,0.0,0.0,2.17,-21710.0,-2.17,0,26,-4.71
1.3,ce_50,8,swing_extreme,True,1.0,1.5,MTX,3,0.0,0.0,2.17,-21710.0,-2.17,0,26,-4.71
1.3,ce_50,8,swing_extreme,True,1.0,2.0,MTX,3,0.0,0.0,2.17,-21710.0,-2.17,0,26,-4.71
1.3,ce_50,8,swing_extreme,True,1.2,1.5,MTX,3,0.0,0.0,2.17,-21710.0,-2.17,0,26,-4.71
1.3,ce_50,8,swing_extreme,True,1.2,2.0,MTX,3,0.0,0.0,2.17,-21710.0,-2.17,0,26,-4.71
1.3,ce_50,8,swing_extreme,False,0.8,1.5,MTX,3,0.0,0.0,2.17,-21710.0,-2.17,0,26,-4.71
1.3,ce_50,8,swing_extreme,False,0.8,2.0,MTX,3,0.0,0.0,2.17,-21710.0,-2.17,0,26,-4.71
1.3,ce_50,8,swing_extreme,False,1.0,1.5,MTX,3,0.0,0.0,2.17,-21710.0,-2.17,0,26,-4.71
1.3,ce_50,8,swing_extreme,False,1.0,2.0,MTX,3,0.0,0.0,2.17,-21710.0,-2.17,0,26,-4.71
1.3,ce_50,8,swing_extreme,False,1.2,1.5,MTX,3,0.0,0.0,2.17,-21710.0,-2.17,0,26,-4.71
1.3,ce_50,8,swing_extreme,False,1.2,2.0,MTX,3,0.0,0.0,2.17,-21710.0,-2.17,0,26,-4.71
1.15,ce_50,5,bar_extreme,True,0.8,1.5,MTX,2,0.0,0.0,2.28,-22790.0,-2.28,0,25,-5.2
1.15,ce_50,5,bar_extreme,True,0.8,2.0,MTX,2,0.0,0.0,2.28,-22790.0,-2.28,0,25,-5.2
1.15,ce_50,5,bar_extreme,True,1.0,1.5,MTX,2,0.0,0.0,2.28,-22790.0,-2.28,0,25,-5.2
1.15,ce_50,5,bar_extreme,True,1.0,2.0,MTX,2,0.0,0.0,2.28,-22790.0,-2.28,0,25,-5.2
1.15,ce_50,5,bar_extreme,True,1.2,1.5,MTX,2,0.0,0.0,2.28,-22790.0,-2.28,0,25,-5.2
1.15,ce_50,5,bar_extreme,True,1.2,2.0,MTX,2,0.0,0.0,2.28,-22790.0,-2.28,0,25,-5.2
1.15,ce_50,5,bar_extreme,False,0.8,1.5,MTX,2,0.0,0.0,2.28,-22790.0,-2.28,0,25,-5.2
1.15,ce_50,5,bar_extreme,False,0.8,2.0,MTX,2,0.0,0.0,2.28,-22790.0,-2.28,0,25,-5.2
1.15,ce_50,5,bar_extreme,False,1.0,1.5,MTX,2,0.0,0.0,2.28,-22790.0,-2.28,0,25,-5.2
1.15,ce_50,5,bar_extreme,False,1.0,2.0,MTX,2,0.0,0.0,2.28,-22790.0,-2.28,0,25,-5.2
1.15,ce_50,5,bar_extreme,False,1.2,1.5,MTX,2,0.0,0.0,2.28,-22790.0,-2.28,0,25,-5.2
1.15,ce_50,5,bar_extreme,False,1.2,2.0,MTX,2,0.0,0.0,2.28,-22790.0,-2.28,0,25,-5.2
1.3,ce_50,5,bar_extreme,True,0.8,1.5,MTX,2,0.0,0.0,2.28,-22790.0,-2.28,0,26,-5.2
1.3,ce_50,5,bar_extreme,True,0.8,2.0,MTX,2,0.0,0.0,2.28,-22790.0,-2.28,0,26,-5.2
1.3,ce_50,5,bar_extreme,True,1.0,1.5,MTX,2,0.0,0.0,2.28,-22790.0,-2.28,0,26,-5.2
1.3,ce_50,5,bar_extreme,True,1.0,2.0,MTX,2,0.0,0.0,2.28,-22790.0,-2.28,0,26,-5.2
1.3,ce_50,5,bar_extreme,True,1.2,1.5,MTX,2,0.0,0.0,2.28,-22790.0,-2.28,0,26,-5.2
1.3,ce_50,5,bar_extreme,True,1.2,2.0,MTX,2,0.0,0.0,2.28,-22790.0,-2.28,0,26,-5.2
1.3,ce_50,5,bar_extreme,False,0.8,1.5,MTX,2,0.0,0.0,2.28,-22790.0,-2.28,0,26,-5.2
1.3,ce_50,5,bar_extreme,False,0.8,2.0,MTX,2,0.0,0.0,2.28,-22790.0,-2.28,0,26,-5.2
1.3,ce_50,5,bar_extreme,False,1.0,1.5,MTX,2,0.0,0.0,2.28,-22790.0,-2.28,0,26,-5.2
1.3,ce_50,5,bar_extreme,False,1.0,2.0,MTX,2,0.0,0.0,2.28,-22790.0,-2.28,0,26,-5.2
1.3,ce_50,5,bar_extreme,False,1.2,1.5,MTX,2,0.0,0.0,2.28,-22790.0,-2.28,0,26,-5.2
1.3,ce_50,5,bar_extreme,False,1.2,2.0,MTX,2,0.0,0.0,2.28,-22790.0,-2.28,0,26,-5.2
1.0,edge,5,swing_extreme,True,0.8,2.0,MTX,6,16.67,0.33,2.77,-23820.0,-2.38,0,23,-6.59
1.0,edge,5,swing_extreme,True,1.0,2.0,MTX,6,16.67,0.33,2.77,-23820.0,-2.38,0,23,-6.59
1.0,edge,8,swing_extreme,True,1.2,2.0,MTX,6,16.67,0.33,2.77,-23820.0,-2.38,0,23,-6.59
1.0,edge,8,swing_extreme,False,0.8,2.0,MTX,6,16.67,0.33,2.77,-23820.0,-2.38,0,23,-6.59
1.0,edge,8,swing_extreme,False,1.0,2.0,MTX,6,16.67,0.33,2.77,-23820.0,-2.38,0,23,-6.59
1.0,edge,5,swing_extreme,True,1.2,2.0,MTX,6,16.67,0.33,2.77,-23820.0,-2.38,0,23,-6.59
1.0,edge,5,swing_extreme,False,0.8,2.0,MTX,6,16.67,0.33,2.77,-23820.0,-2.38,0,23,-6.59
1.0,edge,5,swing_extreme,False,1.0,2.0,MTX,6,16.67,0.33,2.77,-23820.0,-2.38,0,23,-6.59
1.0,edge,5,swing_extreme,False,1.2,2.0,MTX,6,16.67,0.33,2.77,-23820.0,-2.38,0,23,-6.59
1.0,edge,8,swing_extreme,False,1.2,2.0,MTX,6,16.67,0.33,2.77,-23820.0,-2.38,0,23,-6.59
1.0,edge,8,swing_extreme,True,0.8,2.0,MTX,6,16.67,0.33,2.77,-23820.0,-2.38,0,23,-6.59
1.0,edge,8,swing_extreme,True,1.0,2.0,MTX,6,16.67,0.33,2.77,-23820.0,-2.38,0,23,-6.59
1.15,ce_50,8,bar_extreme,True,0.8,1.5,MTX,3,0.0,0.0,2.45,-24478.0,-2.45,1,25,-6.0
1.15,ce_50,8,bar_extreme,True,0.8,2.0,MTX,3,0.0,0.0,2.45,-24478.0,-2.45,1,25,-6.0
1.3,ce_50,8,bar_extreme,True,0.8,1.5,MTX,3,0.0,0.0,2.45,-24478.0,-2.45,1,26,-6.0
1.3,ce_50,8,bar_extreme,True,0.8,2.0,MTX,3,0.0,0.0,2.45,-24478.0,-2.45,1,26,-6.0
1.0,ce_50,5,swing_extreme,True,0.8,1.5,MTX,4,0.0,0.0,2.48,-24842.0,-2.48,1,23,-6.15
1.0,ce_50,5,swing_extreme,True,0.8,2.0,MTX,4,0.0,0.0,2.48,-24842.0,-2.48,1,23,-6.15
1.0,ce_50,3,swing_extreme,False,1.2,1.5,MTX,3,0.0,0.0,2.49,-24912.0,-2.49,0,23,-6.2
1.0,ce_50,3,swing_extreme,False,1.2,2.0,MTX,3,0.0,0.0,2.49,-24912.0,-2.49,0,23,-6.2
1.0,ce_50,3,swing_extreme,True,1.2,2.0,MTX,3,0.0,0.0,2.49,-24912.0,-2.49,0,23,-6.2
1.0,ce_50,3,swing_extreme,False,0.8,1.5,MTX,3,0.0,0.0,2.49,-24912.0,-2.49,0,23,-6.2
1.0,ce_50,3,swing_extreme,False,0.8,2.0,MTX,3,0.0,0.0,2.49,-24912.0,-2.49,0,23,-6.2
1.0,ce_50,3,swing_extreme,False,1.0,1.5,MTX,3,0.0,0.0,2.49,-24912.0,-2.49,0,23,-6.2
1.0,ce_50,3,swing_extreme,False,1.0,2.0,MTX,3,0.0,0.0,2.49,-24912.0,-2.49,0,23,-6.2
1.0,ce_50,3,swing_extreme,True,1.0,1.5,MTX,3,0.0,0.0,2.49,-24912.0,-2.49,0,23,-6.2
1.0,ce_50,3,swing_extreme,True,1.0,2.0,MTX,3,0.0,0.0,2.49,-24912.0,-2.49,0,23,-6.2
1.0,ce_50,3,swing_extreme,True,1.2,1.5,MTX,3,0.0,0.0,2.49,-24912.0,-2.49,0,23,-6.2
1.0,edge,5,swing_extreme,True,0.8,1.5,MTX,6,16.67,0.25,2.78,-26820.0,-2.68,0,23,-7.45
1.0,edge,5,swing_extreme,True,1.0,1.5,MTX,6,16.67,0.25,2.78,-26820.0,-2.68,0,23,-7.45
1.0,edge,8,swing_extreme,False,0.8,1.5,MTX,6,16.67,0.25,2.78,-26820.0,-2.68,0,23,-7.45
1.0,edge,8,swing_extreme,False,1.0,1.5,MTX,6,16.67,0.25,2.78,-26820.0,-2.68,0,23,-7.45
1.0,edge,5,swing_extreme,True,1.2,1.5,MTX,6,16.67,0.25,2.78,-26820.0,-2.68,0,23,-7.45
1.0,edge,5,swing_extreme,False,0.8,1.5,MTX,6,16.67,0.25,2.78,-26820.0,-2.68,0,23,-7.45
1.0,edge,5,swing_extreme,False,1.0,1.5,MTX,6,16.67,0.25,2.78,-26820.0,-2.68,0,23,-7.45
1.0,edge,5,swing_extreme,False,1.2,1.5,MTX,6,16.67,0.25,2.78,-26820.0,-2.68,0,23,-7.45
1.0,edge,8,swing_extreme,False,1.2,1.5,MTX,6,16.67,0.25,2.78,-26820.0,-2.68,0,23,-7.45
1.0,edge,8,swing_extreme,True,0.8,1.5,MTX,6,16.67,0.25,2.78,-26820.0,-2.68,0,23,-7.45
1.0,edge,8,swing_extreme,True,1.0,1.5,MTX,6,16.67,0.25,2.78,-26820.0,-2.68,0,23,-7.45
1.0,edge,8,swing_extreme,True,1.2,1.5,MTX,6,16.67,0.25,2.78,-26820.0,-2.68,0,23,-7.45
1.0,edge,5,bar_extreme,True,1.0,1.5,MTX,6,0.0,0.0,2.92,-29236.0,-2.92,4,23,-8.53
1.0,edge,5,bar_extreme,True,1.0,2.0,MTX,6,0.0,0.0,2.92,-29236.0,-2.92,4,23,-8.53
1.0,edge,5,bar_extreme,True,1.2,1.5,MTX,6,0.0,0.0,2.92,-29236.0,-2.92,4,23,-8.53
1.0,edge,5,bar_extreme,True,1.2,2.0,MTX,6,0.0,0.0,2.92,-29236.0,-2.92,4,23,-8.53
1.0,edge,5,bar_extreme,True,0.8,1.5,MTX,6,0.0,0.0,2.92,-29236.0,-2.92,4,23,-8.53
1.0,edge,5,bar_extreme,True,0.8,2.0,MTX,6,0.0,0.0,2.92,-29236.0,-2.92,4,23,-8.53
1.0,edge,8,bar_extreme,True,0.8,1.5,MTX,6,0.0,0.0,2.92,-29236.0,-2.92,4,23,-8.53
1.0,edge,8,bar_extreme,True,0.8,2.0,MTX,6,0.0,0.0,2.92,-29236.0,-2.92,4,23,-8.53
1.0,edge,8,bar_extreme,True,1.0,1.5,MTX,6,0.0,0.0,2.92,-29236.0,-2.92,4,23,-8.53
1.0,edge,8,bar_extreme,True,1.0,2.0,MTX,6,0.0,0.0,2.92,-29236.0,-2.92,4,23,-8.53
1.0,edge,8,bar_extreme,True,1.2,1.5,MTX,6,0.0,0.0,2.92,-29236.0,-2.92,4,23,-8.53
1.0,edge,8,bar_extreme,True,1.2,2.0,MTX,6,0.0,0.0,2.92,-29236.0,-2.92,4,23,-8.53
1.0,ce_50,5,swing_extreme,True,1.0,1.5,MTX,4,0.0,0.0,3.05,-30517.0,-3.05,0,23,-9.3
1.0,ce_50,5,swing_extreme,True,1.0,2.0,MTX,4,0.0,0.0,3.05,-30517.0,-3.05,0,23,-9.3
1.0,ce_50,5,swing_extreme,True,1.2,1.5,MTX,4,0.0,0.0,3.05,-30517.0,-3.05,0,23,-9.3
1.0,ce_50,5,swing_extreme,True,1.2,2.0,MTX,4,0.0,0.0,3.05,-30517.0,-3.05,0,23,-9.3
1.0,ce_50,5,swing_extreme,False,0.8,1.5,MTX,4,0.0,0.0,3.05,-30517.0,-3.05,0,23,-9.3
1.0,ce_50,5,swing_extreme,False,0.8,2.0,MTX,4,0.0,0.0,3.05,-30517.0,-3.05,0,23,-9.3
1.0,ce_50,5,swing_extreme,False,1.0,1.5,MTX,4,0.0,0.0,3.05,-30517.0,-3.05,0,23,-9.3
1.0,ce_50,5,swing_extreme,False,1.0,2.0,MTX,4,0.0,0.0,3.05,-30517.0,-3.05,0,23,-9.3
1.0,ce_50,5,swing_extreme,False,1.2,1.5,MTX,4,0.0,0.0,3.05,-30517.0,-3.05,0,23,-9.3
1.0,ce_50,5,swing_extreme,False,1.2,2.0,MTX,4,0.0,0.0,3.05,-30517.0,-3.05,0,23,-9.3
1.0,ce_50,8,swing_extreme,True,0.8,1.5,MTX,5,0.0,0.0,3.18,-31802.0,-3.18,1,23,-10.11
1.0,ce_50,8,swing_extreme,True,0.8,2.0,MTX,5,0.0,0.0,3.18,-31802.0,-3.18,1,23,-10.11
1.15,ce_50,8,bar_extreme,True,1.0,1.5,MTX,3,0.0,0.0,3.42,-34228.0,-3.42,0,25,-11.7
1.15,ce_50,8,bar_extreme,True,1.0,2.0,MTX,3,0.0,0.0,3.42,-34228.0,-3.42,0,25,-11.7
1.15,ce_50,8,bar_extreme,True,1.2,1.5,MTX,3,0.0,0.0,3.42,-34228.0,-3.42,0,25,-11.7
1.15,ce_50,8,bar_extreme,True,1.2,2.0,MTX,3,0.0,0.0,3.42,-34228.0,-3.42,0,25,-11.7
1.15,ce_50,8,bar_extreme,False,0.8,1.5,MTX,3,0.0,0.0,3.42,-34228.0,-3.42,0,25,-11.7
1.15,ce_50,8,bar_extreme,False,0.8,2.0,MTX,3,0.0,0.0,3.42,-34228.0,-3.42,0,25,-11.7
1.15,ce_50,8,bar_extreme,False,1.0,1.5,MTX,3,0.0,0.0,3.42,-34228.0,-3.42,0,25,-11.7
1.15,ce_50,8,bar_extreme,False,1.0,2.0,MTX,3,0.0,0.0,3.42,-34228.0,-3.42,0,25,-11.7
1.15,ce_50,8,bar_extreme,False,1.2,1.5,MTX,3,0.0,0.0,3.42,-34228.0,-3.42,0,25,-11.7
1.15,ce_50,8,bar_extreme,False,1.2,2.0,MTX,3,0.0,0.0,3.42,-34228.0,-3.42,0,25,-11.7
1.3,ce_50,8,bar_extreme,True,1.0,1.5,MTX,3,0.0,0.0,3.42,-34228.0,-3.42,0,26,-11.7
1.3,ce_50,8,bar_extreme,True,1.0,2.0,MTX,3,0.0,0.0,3.42,-34228.0,-3.42,0,26,-11.7
1.3,ce_50,8,bar_extreme,True,1.2,1.5,MTX,3,0.0,0.0,3.42,-34228.0,-3.42,0,26,-11.7
1.3,ce_50,8,bar_extreme,True,1.2,2.0,MTX,3,0.0,0.0,3.42,-34228.0,-3.42,0,26,-11.7
1.3,ce_50,8,bar_extreme,False,0.8,1.5,MTX,3,0.0,0.0,3.42,-34228.0,-3.42,0,26,-11.7
1.3,ce_50,8,bar_extreme,False,0.8,2.0,MTX,3,0.0,0.0,3.42,-34228.0,-3.42,0,26,-11.7
1.3,ce_50,8,bar_extreme,False,1.0,1.5,MTX,3,0.0,0.0,3.42,-34228.0,-3.42,0,26,-11.7
1.3,ce_50,8,bar_extreme,False,1.0,2.0,MTX,3,0.0,0.0,3.42,-34228.0,-3.42,0,26,-11.7
1.3,ce_50,8,bar_extreme,False,1.2,1.5,MTX,3,0.0,0.0,3.42,-34228.0,-3.42,0,26,-11.7
1.3,ce_50,8,bar_extreme,False,1.2,2.0,MTX,3,0.0,0.0,3.42,-34228.0,-3.42,0,26,-11.7
1.0,ce_50,3,bar_extreme,True,0.8,1.5,MTX,3,0.0,0.0,3.43,-34254.0,-3.43,0,23,-11.76
1.0,ce_50,3,bar_extreme,True,0.8,2.0,MTX,3,0.0,0.0,3.43,-34254.0,-3.43,0,23,-11.76
1.0,ce_50,3,bar_extreme,True,1.0,1.5,MTX,3,0.0,0.0,3.43,-34254.0,-3.43,0,23,-11.76
1.0,ce_50,3,bar_extreme,False,1.0,1.5,MTX,3,0.0,0.0,3.43,-34254.0,-3.43,0,23,-11.76
1.0,ce_50,3,bar_extreme,False,1.0,2.0,MTX,3,0.0,0.0,3.43,-34254.0,-3.43,0,23,-11.76
1.0,ce_50,3,bar_extreme,False,1.2,1.5,MTX,3,0.0,0.0,3.43,-34254.0,-3.43,0,23,-11.76
1.0,ce_50,3,bar_extreme,False,1.2,2.0,MTX,3,0.0,0.0,3.43,-34254.0,-3.43,0,23,-11.76
1.0,ce_50,3,bar_extreme,True,1.0,2.0,MTX,3,0.0,0.0,3.43,-34254.0,-3.43,0,23,-11.76
1.0,ce_50,3,bar_extreme,True,1.2,1.5,MTX,3,0.0,0.0,3.43,-34254.0,-3.43,0,23,-11.76
1.0,ce_50,3,bar_extreme,True,1.2,2.0,MTX,3,0.0,0.0,3.43,-34254.0,-3.43,0,23,-11.76
1.0,ce_50,3,bar_extreme,False,0.8,1.5,MTX,3,0.0,0.0,3.43,-34254.0,-3.43,0,23,-11.76
1.0,ce_50,3,bar_extreme,False,0.8,2.0,MTX,3,0.0,0.0,3.43,-34254.0,-3.43,0,23,-11.76
1.0,ce_50,8,swing_extreme,True,1.0,1.5,MTX,5,0.0,0.0,3.75,-37477.0,-3.75,0,23,-14.06
1.0,ce_50,8,swing_extreme,True,1.0,2.0,MTX,5,0.0,0.0,3.75,-37477.0,-3.75,0,23,-14.06
1.0,ce_50,8,swing_extreme,True,1.2,1.5,MTX,5,0.0,0.0,3.75,-37477.0,-3.75,0,23,-14.06
1.0,ce_50,8,swing_extreme,True,1.2,2.0,MTX,5,0.0,0.0,3.75,-37477.0,-3.75,0,23,-14.06
1.0,ce_50,8,swing_extreme,False,0.8,1.5,MTX,5,0.0,0.0,3.75,-37477.0,-3.75,0,23,-14.06
1.0,ce_50,8,swing_extreme,False,0.8,2.0,MTX,5,0.0,0.0,3.75,-37477.0,-3.75,0,23,-14.06
1.0,ce_50,8,swing_extreme,False,1.0,1.5,MTX,5,0.0,0.0,3.75,-37477.0,-3.75,0,23,-14.06
1.0,ce_50,8,swing_extreme,False,1.0,2.0,MTX,5,0.0,0.0,3.75,-37477.0,-3.75,0,23,-14.06
1.0,ce_50,8,swing_extreme,False,1.2,1.5,MTX,5,0.0,0.0,3.75,-37477.0,-3.75,0,23,-14.06
1.0,ce_50,8,swing_extreme,False,1.2,2.0,MTX,5,0.0,0.0,3.75,-37477.0,-3.75,0,23,-14.06
1.0,edge,5,bar_extreme,False,0.8,1.5,MTX,6,16.67,0.26,4.47,-41616.0,-4.16,0,23,-18.6
1.0,edge,5,bar_extreme,False,0.8,2.0,MTX,6,16.67,0.26,4.47,-41616.0,-4.16,0,23,-18.6
1.0,edge,5,bar_extreme,False,1.0,1.5,MTX,6,16.67,0.26,4.47,-41616.0,-4.16,0,23,-18.6
1.0,edge,5,bar_extreme,False,1.0,2.0,MTX,6,16.67,0.26,4.47,-41616.0,-4.16,0,23,-18.6
1.0,edge,5,bar_extreme,False,1.2,1.5,MTX,6,16.67,0.26,4.47,-41616.0,-4.16,0,23,-18.6
1.0,edge,5,bar_extreme,False,1.2,2.0,MTX,6,16.67,0.26,4.47,-41616.0,-4.16,0,23,-18.6
1.0,edge,8,bar_extreme,False,1.0,1.5,MTX,6,16.67,0.26,4.47,-41616.0,-4.16,0,23,-18.6
1.0,edge,8,bar_extreme,False,1.0,2.0,MTX,6,16.67,0.26,4.47,-41616.0,-4.16,0,23,-18.6
1.0,edge,8,bar_extreme,False,1.2,1.5,MTX,6,16.67,0.26,4.47,-41616.0,-4.16,0,23,-18.6
1.0,edge,8,bar_extreme,False,1.2,2.0,MTX,6,16.67,0.26,4.47,-41616.0,-4.16,0,23,-18.6
1.0,edge,8,bar_extreme,False,0.8,1.5,MTX,6,16.67,0.26,4.47,-41616.0,-4.16,0,23,-18.6
1.0,edge,8,bar_extreme,False,0.8,2.0,MTX,6,16.67,0.26,4.47,-41616.0,-4.16,0,23,-18.6
1.0,ce_50,5,bar_extreme,True,0.8,1.5,MTX,4,0.0,0.0,4.48,-44809.0,-4.48,0,23,-20.07
1.0,ce_50,5,bar_extreme,True,0.8,2.0,MTX,4,0.0,0.0,4.48,-44809.0,-4.48,0,23,-20.07
1.0,ce_50,5,bar_extreme,True,1.0,1.5,MTX,4,0.0,0.0,4.48,-44809.0,-4.48,0,23,-20.07
1.0,ce_50,5,bar_extreme,True,1.0,2.0,MTX,4,0.0,0.0,4.48,-44809.0,-4.48,0,23,-20.07
1.0,ce_50,5,bar_extreme,True,1.2,1.5,MTX,4,0.0,0.0,4.48,-44809.0,-4.48,0,23,-20.07
1.0,ce_50,5,bar_extreme,True,1.2,2.0,MTX,4,0.0,0.0,4.48,-44809.0,-4.48,0,23,-20.07
1.0,ce_50,5,bar_extreme,False,0.8,1.5,MTX,4,0.0,0.0,4.48,-44809.0,-4.48,0,23,-20.07
1.0,ce_50,5,bar_extreme,False,0.8,2.0,MTX,4,0.0,0.0,4.48,-44809.0,-4.48,0,23,-20.07
1.0,ce_50,5,bar_extreme,False,1.0,1.5,MTX,4,0.0,0.0,4.48,-44809.0,-4.48,0,23,-20.07
1.0,ce_50,5,bar_extreme,False,1.0,2.0,MTX,4,0.0,0.0,4.48,-44809.0,-4.48,0,23,-20.07
1.0,ce_50,5,bar_extreme,False,1.2,1.5,MTX,4,0.0,0.0,4.48,-44809.0,-4.48,0,23,-20.07
1.0,ce_50,5,bar_extreme,False,1.2,2.0,MTX,4,0.0,0.0,4.48,-44809.0,-4.48,0,23,-20.07
1.0,ce_50,8,bar_extreme,True,0.8,1.5,MTX,5,0.0,0.0,4.64,-46367.0,-4.64,1,23,-21.53
1.0,ce_50,8,bar_extreme,True,0.8,2.0,MTX,5,0.0,0.0,4.64,-46367.0,-4.64,1,23,-21.53
1.0,ce_50,8,bar_extreme,False,1.2,1.5,MTX,5,0.0,0.0,5.54,-55367.0,-5.54,0,23,-30.69
1.0,ce_50,8,bar_extreme,False,1.2,2.0,MTX,5,0.0,0.0,5.54,-55367.0,-5.54,0,23,-30.69
1.0,ce_50,8,bar_extreme,True,1.2,2.0,MTX,5,0.0,0.0,5.54,-55367.0,-5.54,0,23,-30.69
1.0,ce_50,8,bar_extreme,False,0.8,1.5,MTX,5,0.0,0.0,5.54,-55367.0,-5.54,0,23,-30.69
1.0,ce_50,8,bar_extreme,False,0.8,2.0,MTX,5,0.0,0.0,5.54,-55367.0,-5.54,0,23,-30.69
1.0,ce_50,8,bar_extreme,False,1.0,1.5,MTX,5,0.0,0.0,5.54,-55367.0,-5.54,0,23,-30.69
1.0,ce_50,8,bar_extreme,False,1.0,2.0,MTX,5,0.0,0.0,5.54,-55367.0,-5.54,0,23,-30.69
1.0,ce_50,8,bar_extreme,True,1.0,1.5,MTX,5,0.0,0.0,5.54,-55367.0,-5.54,0,23,-30.69
1.0,ce_50,8,bar_extreme,True,1.0,2.0,MTX,5,0.0,0.0,5.54,-55367.0,-5.54,0,23,-30.69
1.0,ce_50,8,bar_extreme,True,1.2,1.5,MTX,5,0.0,0.0,5.54,-55367.0,-5.54,0,23,-30.69
